Unnamed: 0,Situation,emotion,empathetic_dialogues,labels,Unnamed: 5,Unnamed: 6
50553,that i will win the lotto ,hopeful,"Customer :oh yea? tell me where you live so when you do i know where to go to collect my share
Agent :","I live on the moon in my super rad space ship, you are welcome anytime. I will split it 90 to 10 percent. ",,
39028,I am thinking tomorrow will be nice. I am going to church,hopeful,"Customer :I am thinking tomorrow is going to be nice. I am going to church
Agent :",That sounds great. Are you going to go get brunch after?,,
16582,I'm almost ready to put my Venison wellington in the oven. I think its going to come out great.,hopeful,"Customer :I'm almost ready to put my Venison wellington in the oven. I think its going to come out great."".
Agent :",What's wellington?,,
49297,"I applied for a new position at work, similar to mine but better pay. I think my interview went well.",hopeful,"Customer :I applied for a new position at work, similar to mine but better pay. I think my interview went well.
Agent :","That sounds great, were you nervous about the interview?",,
29463,I bought a ticket on a new car at a hockey game. I really hope I win!,hopeful,"Customer :Well, I'm hopeful although statistics are definitely not on my side. I have a 1 in a 10,000 chance to win!
Agent :",I wish you luck anyway!,,
53189,I got a lot of hours at work for next month. I am trying to use the extra money to move out.,hopeful,"Customer :I work for a company that releases standardized tests in the US
Agent :",Sounds important. I hope you're able to meet your goal!,,
740,"I just applied for a promotion, and I should earn at least 10k more.",hopeful,"Customer :That's awesome. Do you think you will get it?
Agent :",I hope so! It will help finances a lot.,,
16519,I'm trying to cook a new dish for the first time. I think its going to turn out well.,hopeful,"Customer :Oh now you're just making me hungry!
Agent :","I've never made it myself but, I've had it before.  ITs fantastic.",,
61953,My daughter started high school this week.  I hope she finishes the year on the honor roll.,hopeful,"Customer :My daughter started high school this week. I am so proud!
Agent :",thats super cool,,
24397,"I picked up 2 part time jobs on top of my full time job, I am gaining momentum to get our house in the future",hopeful,"Customer :400 plasma?
Agent :","yeah, $400 a month just for going in 8 times a month to donate the plasma from my blood.",,
23225,when i applied for a new job i was very happy,hopeful,"Customer :i am very confident i got this new job
Agent :",That's awesome! I hope you get the good news soon.,,
1486,I recently applied for a job after being out of the workforce for 13 years.  I'm hoping I get it!,hopeful,"Customer :I'm so excited! But a little scared too. I hope I get it!
Agent :",I am sending you all the best vibes. Is it in a field you've worked in before?,,
16128,I am waiting my exams results. I wish I will have good grade.,hopeful,"Customer :I am waiting my exams results. I wish I will have good grade.
Agent :",What are you studying?,,
17651,I am confident the democrats will bet Trump in november.,hopeful,"Customer :I am confident the democrats will bet Trump in november.
Agent :",That's interesting. What makes you confident? ,,
19657,I just bought 100 lottery tickets. I think tonight is my night!,hopeful,"Customer :Yeah! Did you pick your lucky numbers?
Agent :","Oh yea, all 1000 of them!",,
16533,My new girlfriend knows how to shoot a bow.,impressed,"Customer :Yes.   I had my bow sitting out because I was practicing for hunting season.  She braught it over the next day and we went and shot them
Agent :",Oh so you're both hunters!,,
38191,My friend got promoted last week after one month of working,impressed,"Customer :yea i was impressed how quick he was
Agent :","Yup, hard work tends to do that.",,
58088,I ran into a street performer the other day and I enjoyed his music.,impressed,"Customer :He had a small guitar. I'm not sure if it has a specific name.
Agent :",Maybe a ukulele? It's always fun to hear new music you like!,,
14446,I visited a car assembly the new models are awesome!,impressed,"Customer :Not yet,though I'm a car enthusiasts
Agent :",Oh cool. I love visiting car shows myself.,,
60834,Acuna for the braves is so young. And he is so talented!,impressed,"Customer :Acuna for the braves is on pace to have one of the best rookie seasons of all time
Agent :",Are you a really big baseball fan? I have friends who have season tickets and love it.,,
49325,I watched a man eat a 5 pound ham.  I was very inspired by his act.,impressed,"Customer :No, he didn't.  I was very inspired by the act.
Agent :","Thats a real eater right there, big belly.",,
32134,My close co-worker recently got a promotion at work. I am so proud of what they've done.,impressed,"Customer :A close friend/co-worker recently got a promotion at work. I feel so proud of them.
Agent :",What kind of work is it,,
21821,MY friend of 6 years was saving to buy a mercedes when I met her. She finally got it this year.,impressed,"Customer :I can. Its good she achieved her dream.
Agent :",I think I need some pointers from her.,,
40562,I was amazed at how beautiful San Sebastian was when I went ,impressed,"Customer :I was amazed at how beautiful san sebastian was when I went for the first time
Agent :",what is that ? a town? resort?,,
7396,I was really impressed when my boss won an award for his leadership.,impressed,"Customer :Yes he certainly did.
Agent :",That's good. Sometimes bosses think they do it all by themselves.,,
36433,I watch a lot of infomercials and I got the steak knives. They are even better than expected. They can cut through anything!,impressed,"Customer :What have you used them on so far? 
Agent :",Well I used them to cut some potatoes and they slice through them like butter!,,
8133,My aunt can juggle 6 items.,impressed,"Customer :hahaha funny.
Agent :",I did not mean to be? I wanted to tell you about how amazing she is.,,
57973,I was very impressed with my child who learned how to tap dance at the age of 4. ,impressed,"Customer :That's so awesome.  How old is he now?
Agent :",He is 34.,,
28405,My friend learned how to fly a plane in his spare time. I wish I had that kind of dedication!,impressed,"Customer :Yup. He said he might move up to bigger craft but he's not sure yet. Regardless, I wish I had the nerves to do that
Agent :",Yeah I always thought it would be fun to learn to do that. ,,
7376,My friend got into her first choice school with a full ride scholarship!,impressed,"Customer :My friend got into her first choice school with a full ride scholarship!
Agent :","Wow! It's always nice when life works out well, especially if the person deserves it.",,
33454,I saw a guy wrestle an alligator.  I was really inspired from it.,impressed,"Customer :I saw a guy wrestle an alligator.
Agent :",Dang! Did the guy get hurt?,,
