doc_id,prompt,response,emotion_raw,emotion_label
812,I just found out my parents are paying my sister's mortgage. They are pretty hefty payments and they can't really help me out whenever I'm in need. I've learned to be self sufficient.,yeah totally. i have learned through the years to be almost completely self sufficient. i am happy for my sister but i wonder where i fit in the mix sometimes.,jealous,anger
813,"I've been doing music for years, but still haven't had the success like some people who've just started less than 3 years ago.",of course. good luck with the music career. i am rooting for you,jealous,anger
814,My best friend have recently been spending a lot of time with some people from her work.  It seems she doesn't have much time to spend with me anymore.,i am not happy that it seems she does not have much time to spend with me anymore.,jealous,anger
815,i was happy when i got approved for a week off for a vacation!,i was planning on visiting this person is space ship on the moon,joyful,joy
816,"I was on the edge of my seat waiting for my grade in physics to be finalized. When I realized that I got a B, I was so happy.","thanks, i am just surprised and glad that i was able to pass.",joyful,joy
817,"I watched the new Smash Bros video and they're coming out with some of my favorite characters. I can't believe this is happening, I've been wanting these characters for years. Now I gotta wait for the game to come out.",that sounds fun i might have to check it out. it sounds pretty nostalgic.,joyful,joy
818,"My son was hit by a car while driving and half of the car was crushed, but he was virtually unscathed!  I'm so happy!","my son was hit by a car while driving and half of the car was crushed, but he was virtually unscathed! i am so happy!",joyful,joy
819,The day my daughter was born.,the day my daughter was born was the happiest day of my life,joyful,joy
820,"I just heard that my aunt, that haven't seen for some years will be visiting.",we were but i have not seen here for years.,joyful,joy
821,I am going to be happy this week. I have family coming into town,i am going to be happy all week. i have family coming into town,joyful,joy
822,I got an extra 2 days paid time off from work.,yep. i will enjoy it greatly!,joyful,joy
823,"When the Eagles finally won the superbowl, I was so so happy, I cried even",oh lord! i am glad you have something that is a healthy hobby,joyful,joy
824,"Recently I bought a keyboard that I was looking forward to buying for a long time. My old one kept double-tapping on certain letters. I was so happy when it arrived, I took it out of the box and I have had so much fun using it since then.","recently i bought a keyboard that i was looking forward to buying for a long time. my old one kept double-tapping on certain letters. i was so happy when it arrived, i took it out of the box and i have had so much fun using it since then.",joyful,joy
825,I am pregnant and so excited!,"congrats, what are you having ?",joyful,joy
826,It was a happy weekend. I got to go kayaking with friends,sounds really fun do you go kayaking often?,joyful,joy
827,Today is the day for me to receive my paycheck. I am very excited!,i will be getting paid today!,joyful,joy
828,I was happy when with my friends when we had our sentforth programme,are u working out on yourself?,joyful,joy
829,Can't wait for the local band competition this weekend.,"cool, want kind of music will the competition have?",joyful,joy
830,I was dancing when I heard I will be a grandfather.,i was dancing when i heard i will be a grandfather.,joyful,joy
831,I really liked being able to coach my daughters softball team. ,i really liked being able to coach my daughters softball team,joyful,joy
832,I took my girlfriend to my school dance the other night. It was truly a magical experience.,"oh, you are telling me. when the first slow dance came on, i thought my heart was going to burst.",joyful,joy
833,My son placed third in his jiu-jitsu competition.  I was so happy for him.,last weekend my son came third in his jiu-jitsu competition,joyful,joy
834,I am elated!  I got the job of my dreams today!,its a teaching job at a high school.,joyful,joy
835,"I love my dogs, I get to see them when I visit my parents",how sweet. what breed is the dog?,joyful,joy
836,i was happy when i got promoted a few months back,"that is great. congatulations!!!! did you get a big raise, too?",joyful,joy
837,I alwasy get so happy during the holiday season. It's coming up soon,"the christmas lights around the neighborhood, the cold, the jazzy music, and everyone coming together and sharing presents and time with each other! it is an excuse for everyone to come home!",joyful,joy
