emotion,user_message,assistant_reply,bad_reply,self_focused,empathetic
jealous,I am envious of my best friend. He has a sick car with a phat stereo system.,Do you at least get to ride in it with him?,False,False,True
jealous,"Oh trust me, there's nothing to be jealous about! The heat is KILLER where I live.",Where do you live? Do you have warm winters?,False,False,True
sentimental,"I was with my family over the weekend, and I started feeling happy and a little teary eyed about our time together.",Do you not see them much?,False,False,True
joyful,i was waiting all week for saturday morning and i got great weather. i was extactic,"That's awesome, what did you do to take advantage of it?",False,False,True
embarrassed,As a lawyer in order to prove my point that my client forgot his car and mistakenly enter someone else's car I had to leave my zipper open after going to the washroom and I was not embarrased about it,Wow that is interesting. Did you win the case?,False,False,True
proud,My son gave his first flute recital last week. He did great and got a standing ovation.,That is wonderful! That is a difficult instrument to master. Was he nervous beforehand?,False,False,True
proud,He had some nerves but he practiced so well it was not that big of a deal. I was beaming the whole time!,What a wonderful moment! Does he want to try to take it professional and be in an orchestra or does he not know yet?,False,False,True
afraid,I woke up in the night last night smelling an electrical burning sound!,oh no. is everything ok?,False,False,True
impressed,"i got home and my husband had mowed, cleaned, and got dinner ready",Sounds like a productive evening! What did you cook?,False,False,True
excited,I can't wait for the weekend!,Why do you say that?,False,False,True
furious,I was speeding while on my way home from work and I got a ticket. I was only going like two miles over the speed limit!,That stinks but I guess the law is the law. Are you going to fight it?,False,False,True
proud,"My wife took a real plunge the other day, she quit her job and decided to start a practice of her own!",What kind of practice is it? That takes a lot of guts!,False,False,True
nostalgic,I miss the days when I lived at home with my parents. I miss my mom's cooking and reading me bedtimes stories.,Does it make you feel good to at least think about those times though?,False,False,True
prepared,i made it to work early and was able to get ready before people started coming in,That is always a wonderful feeling to be prepared and ready to go. Are you a morning person?,False,False,True
anxious,I was nervous going to the dmv. I hate going there,Did you have to take a test?,False,False,True
grateful,I usually keep only professional relationships at work.,Do you feel like that helps or hinders your personal life?,False,False,True
anxious,Seafood is expensive here. I love to eat loads of crab and lobster,Are there any other types of seafood you like?,False,False,True
disappointed,My daughter decided to play waitress with her food and hold the plate over her head.,"Oh no, I think I know where this is going. How did she manage as a waitress?",False,False,True
disappointed,I hope so. Carpet cleaning is expensive,One of the many reasons I'm glad to have hardwood!,False,False,True
disappointed,"Oh no, I think I know where this is going. How did she manage as a waitress?","Well, there is spaghetti all over the carpet so how do you think?",False,False,True
nostalgic,i was looking thru some old photo albums. it's so crazy to see how everyone has changed,How have they changed the most?,False,False,True
nostalgic,the kids have grown so much,What do they do now?,False,False,True
ashamed,no my father in law had to pay for us,Was he upset about it?,False,False,True
terrified,I am afraid of frogs. I know that is weird but they have always scared me.,Actually my aunt is afraid of them also. She said as a girl one cornered her and wanted to hurt her. Why are you scared of them?,False,False,True
anxious,"I mean he wont let me eat anything people give him but I wish he would just toss stuff, you never know what kind of people are out there. Especially if they are upset with the company he is working for.",What is the name of the company?,False,False,True
excited,i couldnt wait for the birth of my twins,Were you worried at all about the cost of raising them?,False,False,True
hopeful,I'm pretty hopeful this year for my college football team to place top 5!,"Nice, what team is that you are rooting for?",False,False,True
hopeful,"Nice, what team is that you are rooting for?","OSU Buckeyes, do you have a favorite team?",False,False,True
jealous,I just found out that my sister and her husband are going on a 15 day cruise. Its torture to hear!,Why is it torture?,False,False,True
lonely,im 800 miles from my family and i miss them,That must be pretty lonely. Do you talk often?,False,False,True
excited,Yeah I've been wanting on a while and now the chance presented itself. Should be a good weekend lol.,What kkind did you get?,False,False,True
surprised,My son counted all the way to thirty today,Wow that's great! How old is he?,False,False,True
